category,top_keys
政治,"[('台灣', 67), ('條例', 53), ('政府', 50), ('台中市', 36), ('生煤', 31), ('行政院', 25), ('民眾', 24), ('預算', 22), ('疫情', 19), ('總統', 18), ('中國', 18), ('國際', 17), ('肺炎', 16), ('人士', 16), ('條文', 16), ('規定', 16), ('台中', 16), ('臉書', 16), ('空污法', 15), ('地方', 15), ('網軍', 15), ('帳號', 15), ('中央', 14), ('立委', 14), ('武漢', 13), ('國家', 13), ('台電', 13), ('以色列', 13), ('中火', 12), ('立法院', 12), ('江啟臣', 12), ('場所', 11), ('石油焦', 11), ('委員會', 11), ('民進黨', 11), ('口罩', 11), ('員工', 11), ('資訊', 11), ('全球', 10), ('公私', 10), ('空污', 10), ('房屋', 10), ('病毒', 9), ('人民', 9), ('林佳龍', 9), ('空氣', 9), ('機組', 9), ('爭議', 9), ('經濟', 9), ('法官', 9), ('方面', 8), ('聖座', 8), ('台北', 8), ('行動', 8), ('粒狀', 8), ('辦法', 8), ('市府', 8), ('黨團', 8), ('王育敏', 8), ('國防部', 7), ('冠狀', 7), ('女性', 7), ('代表', 7), ('社會', 7), ('污染物', 7), ('設施', 7), ('環保署', 7), ('國民黨', 7), ('社群', 7), ('平台', 7), ('子法', 7), ('副主席', 7), ('官兵', 6), ('中央社', 6), ('記者', 6), ('蔡英文', 6), ('比例', 6), ('教廷', 6), ('文化', 6), ('方式', 6), ('污染源逸', 6), ('散性', 6), ('燃煤', 6), ('業者', 6), ('經濟部', 6), ('民眾黨', 6), ('蔡宜芳', 6), ('消息', 6), ('主委', 6), ('精神', 6), ('行政', 6), ('朝野', 6), ('產業', 6), ('房屋稅', 6), ('股市', 6), ('民間', 6), ('發言人', 5), ('史順文', 5), ('疾病', 5), ('標準', 5), ('國會', 5), ('世界', 5), ('教宗', 5), ('副總統', 5), ('工作', 5), ('環境', 5), ('衛生', 5), ('司法院', 5), ('火力', 5), ('新聞稿', 5), ('組織', 5), ('黨員', 5), ('沈伯洋', 5), ('產品', 5), ('黨部', 5), ('學者', 5), ('個案', 4), ('整體', 4), ('聯合國', 4), ('部會', 4), ('資料', 4), ('地圖', 4), ('外交部', 4), ('方濟', 4), ('佳安道', 4), ('人員', 4), ('市長', 4), ('污染源', 4), ('電廠', 4), ('使用量', 4), ('許可證', 4), ('陳時中', 4), ('經驗', 4), ('張益贍', 4), ('訊息', 4), ('會議', 4), ('民意', 4), ('黨務', 4), ('刀口', 4), ('辦事處', 4), ('李問', 4), ('團隊', 4), ('正義', 4), ('法案', 4), ('稅率', 4), ('黨版', 4), ('檢察官', 4), ('法官法', 4), ('吳玉琴', 4), ('地區', 3), ('元首', 3), ('婦女署', 3), ('聯盟', 3), ('議員', 3), ('中華民國', 3), ('立法委員', 3), ('使節', 3), ('外交', 3), ('目標', 3), ('宗教', 3), ('措施', 3), ('議題', 3), ('燃氣', 3), ('市民', 3), ('媒體', 3), ('責任', 3), ('發電廠', 3), ('期間', 3), ('成果', 3), ('病例', 3), ('原則', 3), ('選舉', 3), ('文傳會', 3), ('華新', 3), ('同事', 3), ('內容', 3), ('台灣人', 3), ('行為', 3), ('危機', 3), ('人事', 3), ('秘書長', 3), ('蘇貞昌', 3), ('時候', 3), ('柯思畢', 3), ('人次', 3), ('馬祖', 3), ('不動產', 3), ('實價', 3), ('記者會', 3), ('平均地權', 3), ('住家', 3), ('預售屋', 3), ('時代', 3), ('力量', 3), ('法務部', 3), ('法律人', 3), ('政策', 2), ('單位', 2), ('中心', 2), ('任務', 2)]"
科技,"[('台灣', 54), ('太空', 35), ('中心', 33), ('技術', 32), ('國家', 26), ('計畫', 23), ('團隊', 22), ('科技', 22), ('月球', 22), ('科學', 20), ('衛星', 19), ('國際', 19), ('資安', 19), ('智慧', 18), ('應用', 18), ('全球', 17), ('網路', 17), ('美國', 17), ('福衛', 16), ('資料', 16), ('任務', 16), ('領域', 15), ('時間', 14), ('高通', 14), ('飛船', 13), ('果蠅', 12), ('程式', 12), ('線上', 11), ('系統', 11), ('手機', 11), ('印度', 11), ('內容', 10), ('光學', 10), ('太空人', 10), ('中國', 10), ('澳洲', 10), ('新聞', 10), ('功能', 9), ('環境', 9), ('病毒', 9), ('圖片', 9), ('神經', 8), ('科技部', 8), ('平台', 8), ('公司', 8), ('點數', 8), ('海洋', 8), ('人員', 8), ('野火', 8), ('蘋果', 7), ('影像', 7), ('政府', 7), ('基礎', 7), ('俄羅斯', 7), ('大學', 7), ('趙士銘', 7), ('市場', 7), ('國研院', 7), ('友邦', 7), ('綜合性', 7), ('媒體', 7), ('中華', 7), ('方式', 6), ('世界', 6), ('軟體', 6), ('大腦', 6), ('顯微鏡', 6), ('七號', 6), ('實驗', 6), ('產業', 6), ('人工', 6), ('電腦', 6), ('微軟', 6), ('資訊', 6), ('獎勵', 6), ('深圳', 6), ('臉部', 6), ('工具', 6), ('清大', 5), ('結構', 5), ('大氣', 5), ('專家', 5), ('疫情', 5), ('工作', 5), ('小時', 5), ('民眾', 5), ('能力', 5), ('建設', 5), ('方案', 5), ('台北', 5), ('防護', 5), ('設備', 5), ('通訊', 5), ('消費者', 5), ('軌道', 5), ('記者', 5), ('國合會', 5), ('資源', 5), ('地政', 5), ('身分', 5), ('形式', 4), ('社群', 4), ('組織', 4), ('人類', 4), ('機制', 4), ('科學家', 4), ('工程', 4), ('細胞', 4), ('成果', 4), ('台籍', 4), ('研究院', 4), ('林信嘉', 4), ('武漢', 4), ('肺炎', 4), ('目標', 4), ('高葛', 4), ('音樂', 4), ('設計', 4), ('醫院', 4), ('實驗室', 4), ('雲端', 4), ('半導體', 4), ('效率', 4), ('人才', 4), ('廠商', 4), ('用戶', 4), ('產品', 4), ('地區', 4), ('辛赫', 4), ('新台幣', 4), ('天氣', 4), ('火箭', 4), ('中央', 4), ('國內', 4), ('訊連', 4), ('客戶', 4), ('甘迺迪', 4), ('字幕', 4), ('機會', 3), ('工程師', 3), ('機構', 3), ('台大', 3), ('纖維', 3), ('教授', 3), ('朱士維', 3), ('副教授', 3), ('執行長', 3), ('動態', 3), ('醫學', 3), ('學者', 3), ('教育', 3), ('NASA', 3), ('一般人', 3), ('疾病', 3), ('政策', 3), ('戈爾', 3), ('影片', 3), ('博物館', 3), ('作品', 3), ('時代', 3), ('杜奕瑾', 3), ('記者會', 3), ('科研', 3), ('訓練', 3), ('社會', 3), ('問題', 3), ('方向', 3), ('數據', 3), ('醫師', 3), ('經驗', 3), ('亞洲', 3), ('紅傘', 3), ('保防碟', 3), ('區塊鏈', 3), ('晶片', 3), ('裝置', 3), ('遊戲', 3), ('電影', 3), ('林雅芳', 3), ('生態系', 3), ('經濟', 3), ('需求', 3), ('劉思泰', 3), ('許有進', 3), ('登陸器', 3), ('加岡陽', 3), ('預報', 3), ('貢獻', 3), ('氣象局', 3), ('掩星', 3), ('電離層', 3), ('觀光客', 3), ('太空站', 3), ('森林', 3), ('引擎', 3), ('地政局', 3), ('單位', 3), ('版本', 3), ('買主', 3), ('人士', 3)]"
運動,"[('安打', 39), ('肺炎', 37), ('武漢', 36), ('比賽', 34), ('疫情', 28), ('印度', 27), ('賽事', 22), ('羽球', 20), ('球員', 19), ('奧運', 18), ('美國', 16), ('大學', 16), ('疾病', 14), ('聯賽', 14), ('公開賽', 13), ('病毒', 13), ('台灣', 11), ('聲明', 11), ('冠狀', 10), ('文化', 10), ('打點', 10), ('複賽', 10), ('錦標賽', 10), ('NBA', 10), ('聖火', 9), ('球隊', 9), ('政府', 9), ('棒球', 9), ('林家瑩', 9), ('體育', 8), ('世界', 8), ('希臘', 8), ('日本', 8), ('熱身賽', 8), ('投手', 8), ('板球', 8), ('新台幣', 8), ('單位', 7), ('人員', 7), ('聯盟', 7), ('東京', 7), ('裕隆', 7), ('全壘打', 7), ('北市', 7), ('足球', 7), ('機會', 7), ('資格賽', 7), ('新加坡', 6), ('組合', 6), ('職棒', 6), ('單局', 6), ('王柏融', 6), ('歐洲', 6), ('總會', 6), ('嘉義', 6), ('時間', 6), ('侯羿輔', 6), ('病例', 5), ('王齊麟', 5), ('李洋', 5), ('攻勢', 5), ('委員會', 5), ('民眾', 5), ('衛生', 5), ('籃球', 5), ('球場', 5), ('獅隊', 5), ('終場', 5), ('球迷', 5), ('二壘', 5), ('大專', 5), ('戰績', 5), ('柯瑞', 5), ('體育館', 4), ('觀眾', 4), ('活動', 4), ('中國', 4), ('門票', 4), ('儀式', 4), ('接力', 4), ('當局', 4), ('九太', 4), ('洋將', 4), ('郭阜林', 4), ('計畫', 4), ('打數', 4), ('打擊', 4), ('英超', 4), ('一級', 4), ('嘉大', 4), ('狀況', 4), ('職業', 4), ('西武隊', 4), ('高球', 4), ('巡賽', 4), ('廖文男', 4), ('員工', 4), ('冠狀病毒', 3), ('新聞稿', 3), ('全球', 3), ('選手', 3), ('措施', 3), ('巡迴賽', 3), ('劉成', 3), ('麟洋配', 3), ('對手', 3), ('情況', 3), ('國際', 3), ('決定', 3), ('名人賽', 3), ('璞園', 3), ('板樹', 3), ('紀錄', 3), ('高雄', 3), ('呂政儒', 3), ('曾陶鎔', 3), ('觸身球', 3), ('失誤', 3), ('賽森', 3), ('台啤', 3), ('冠軍', 3), ('工作', 3), ('協會', 3), ('體育部', 3), ('家庭', 3), ('火腿隊', 3), ('宋家豪', 3), ('衝擊', 3), ('陽性', 3), ('譯者', 3), ('核稿', 3), ('IPL', 3), ('損失', 3), ('比數', 3), ('限期', 3), ('賽季', 3), ('可能', 3), ('年紀', 3), ('田徑', 3), ('西武', 3), ('潘政琮', 3), ('洛夫', 3), ('勇士隊', 3), ('美洲區', 3), ('經典賽', 3), ('娛樂', 2), ('粉絲', 2), ('黃凱祥', 2), ('搭檔', 2), ('次局', 2), ('王子', 2), ('王子維', 2), ('女將', 2), ('奧林匹亞', 2), ('奧林匹克', 2), ('奧委會', 2), ('波士頓', 2), ('馬拉松', 2), ('高爾夫', 2), ('日期', 2), ('新北市', 2), ('籃框', 2), ('差異', 2), ('三分球', 2), ('新高', 2), ('隊友', 2), ('中華', 2), ('味全龍', 2), ('龍隊', 2), ('中職', 2), ('開幕戰', 2), ('鄭鎧文', 2), ('。獅隊', 2), ('王玉譜', 2), ('，龍隊', 2), ('籃板', 2), ('大三元', 2), ('雙位數', 2), ('模式', 2), ('火力', 2), ('黃聰翰', 2), ('地方', 2), ('新德里', 2), ('辛哈尼亞', 2), ('方針', 2), ('福利部', 2), ('好手', 2), ('橫濱隊', 2), ('樂天金鷲', 2), ('後援', 2), ('一壘', 2), ('巨人', 2), ('英格蘭', 2), ('危機', 2), ('會議', 2), ('階段', 2), ('醫學', 2), ('建議', 2), ('勁旅', 2), ('反應', 2)]"
證卷,"[('指數', 60), ('台股', 30), ('美股', 29), ('跌幅', 29), ('美國', 26), ('疫情', 23), ('市場', 22), ('金額', 20), ('公司', 19), ('現金', 16), ('營收', 16), ('股市', 16), ('道瓊', 15), ('新台幣', 15), ('台灣', 15), ('保證金', 15), ('法人', 14), ('全球', 13), ('投資人', 13), ('武漢', 12), ('肺炎', 12), ('期貨', 12), ('契約', 12), ('外資', 11), ('台元', 11), ('員工', 11), ('漲幅', 10), ('櫃買', 10), ('股利', 10), ('董事會', 10), ('中國', 10), ('淨利', 10), ('經濟', 9), ('交易', 9), ('股票', 9), ('六角', 9), ('股價', 8), ('聯準會', 8), ('產業', 8), ('盈餘', 8), ('毛利率', 8), ('台化', 8), ('華通', 8), ('終場', 7), ('融資', 7), ('信心', 7), ('中心', 7), ('訂單', 7), ('手機', 7), ('資金', 6), ('方案', 6), ('百分點', 6), ('交易日', 6), ('交易所', 6), ('殖利率', 6), ('業績', 6), ('風險', 6), ('新高', 6), ('需求', 6), ('年增', 6), ('張數', 6), ('客戶', 6), ('工業', 5), ('科技股', 5), ('那斯達克', 5), ('金融', 5), ('走勢', 5), ('發表會', 5), ('會議', 5), ('電子', 5), ('股東', 5), ('證券', 5), ('全體', 5), ('央行', 5), ('衝擊', 5), ('電子盤', 5), ('股息', 5), ('利益', 5), ('純益', 5), ('產能', 5), ('裕隆', 5), ('集團', 5), ('狀態', 4), ('尾盤', 4), ('標準', 4), ('普爾', 4), ('標普', 4), ('科技', 4), ('台積電', 4), ('歷史', 4), ('熊市', 4), ('賣壓', 4), ('資訊', 4), ('家數', 4), ('統計', 4), ('成交量', 4), ('措施', 4), ('機會', 4), ('主管', 4), ('短線', 4), ('蔡明翰', 4), ('早盤', 4), ('台塑', 4), ('配發率', 4), ('京元電', 4), ('京元', 4), ('大陸', 4), ('日本', 4), ('幅度', 4), ('漲勢', 3), ('冠狀病毒', 3), ('疾病', 3), ('類股', 3), ('行情', 3), ('高點', 3), ('空頭', 3), ('午盤', 3), ('選擇權', 3), ('標的', 3), ('價格', 3), ('國際', 3), ('歐股', 3), ('問題', 3), ('特色', 3), ('富櫃', 3), ('庫藏股', 3), ('周轉率', 3), ('譯者', 3), ('核稿', 3), ('狀況', 3), ('影響', 3), ('權值股', 3), ('因素', 3), ('理監事', 3), ('鐘國忠', 3), ('動能', 3), ('陸股', 3), ('品牌', 3), ('茶太', 3), ('收盤價', 3), ('子公司', 3), ('跡象', 3), ('日經', 3), ('配息', 3), ('策略', 3), ('股本', 3), ('長期', 3), ('凱美', 3), ('能力', 3), ('創業板', 3), ('深證', 3), ('成指', 3), ('大廠', 3), ('軌道', 3), ('基地', 3), ('供應鏈', 3), ('中系', 3), ('廠區', 3), ('期貨商', 3), ('總統', 2), ('漲點', 2), ('COVID-19', 2), ('黑色', 2), ('白宮', 2), ('英特爾', 2), ('半導體', 2), ('個股', 2), ('週線', 2), ('海嘯', 2), ('谷底', 2), ('多頭', 2), ('華爾街', 2), ('全美', 2), ('禁令', 2), ('時間', 2), ('病毒', 2), ('原油', 2), ('附近', 2), ('聯邦', 2), ('公債', 2), ('金價', 2), ('資產', 2), ('氣氛', 2), ('格局', 2), ('倫敦', 2), ('法蘭克福', 2), ('巴黎', 2), ('營業日', 2), ('活動', 2), ('網頁', 2), ('財務', 2), ('聚落', 2), ('主題', 2), ('生技', 2), ('執行率', 2), ('情況', 2), ('權益', 2), ('市值', 2), ('證交所', 2), ('零組件類', 2)]"
產經,"[('疫情', 41), ('台灣', 40), ('市場', 34), ('業者', 30), ('肺炎', 20), ('銀行', 20), ('經濟', 19), ('新台幣', 18), ('國際', 17), ('武漢', 17), ('需求', 16), ('經濟部', 15), ('全球', 15), ('資金', 15), ('企業', 15), ('衝擊', 14), ('貸款', 14), ('訂單', 13), ('產品', 12), ('金融', 12), ('產業', 11), ('協會', 11), ('定向', 11), ('利率', 11), ('沈榮津', 11), ('金額', 10), ('記憶體', 10), ('花旗', 10), ('油價', 9), ('客戶', 9), ('計畫', 9), ('原油', 8), ('價格', 8), ('庫存', 8), ('科技', 8), ('虎航', 8), ('店家', 8), ('中山路', 8), ('中國', 7), ('國家', 7), ('政府', 7), ('普惠', 7), ('美元', 7), ('台北市', 7), ('營業人', 7), ('越南', 7), ('內政部', 7), ('亞洲', 6), ('影響', 6), ('技術', 6), ('集邦', 6), ('平台', 6), ('長期', 6), ('外匯', 6), ('台電', 6), ('公司債', 6), ('街道', 6), ('時間', 6), ('統計', 5), ('冠狀', 5), ('病毒', 5), ('疾病', 5), ('台積電', 5), ('措施', 5), ('業績', 5), ('跌幅', 5), ('百分點', 5), ('董事長', 5), ('華航', 5), ('董事', 5), ('總經理', 5), ('團隊', 5), ('方案', 5), ('設備', 5), ('系統', 5), ('規模', 5), ('中心', 4), ('機械', 4), ('地區', 4), ('終端', 4), ('機構', 4), ('幅度', 4), ('挑戰', 4), ('力道', 4), ('外資', 4), ('期貨', 4), ('餐飲', 4), ('業務', 4), ('會員', 4), ('股份制', 4), ('領域', 4), ('年期', 4), ('背景', 4), ('現金', 4), ('軟體', 4), ('人才', 4), ('專案', 4), ('支出', 4), ('工業', 4), ('經濟部長', 4), ('民生', 4), ('化工', 4), ('原料', 4), ('新北市', 4), ('中正路', 4), ('台中市', 4), ('黃偉基', 4), ('公園', 4), ('管理處', 4), ('權利金', 4), ('遊客量', 4), ('張維銓', 4), ('動能', 3), ('正成長', 3), ('產能', 3), ('智慧', 3), ('走勢', 3), ('石油', 3), ('組織', 3), ('壓力', 3), ('奈米', 3), ('製程', 3), ('優勢', 3), ('動態', 3), ('美國', 3), ('週線', 3), ('紐約', 3), ('中級', 3), ('倫敦', 3), ('北海', 3), ('布倫特', 3), ('消費', 3), ('口罩', 3), ('旗下', 3), ('央行', 3), ('商業', 3), ('降準', 3), ('負責人', 3), ('成本', 3), ('小微', 3), ('董事會', 3), ('日本', 3), ('經驗', 3), ('機會', 3), ('泰國', 3), ('行動', 3), ('美股', 3), ('台股', 3), ('交易員', 3), ('方向', 3), ('台北', 3), ('電池', 3), ('工業區', 3), ('廠房', 3), ('產線', 3), ('方式', 3), ('品牌', 3), ('財資', 3), ('座談', 3), ('原物料', 3), ('政策', 3), ('忠孝東路', 3), ('期間', 3), ('家數', 3), ('租金', 3), ('預算', 3), ('性質', 3), ('電商', 3), ('基期', 2), ('頹勢', 2), ('狀況', 2), ('邱達生', 2), ('低檔', 2), ('效應', 2), ('急單', 2), ('通訊', 2), ('人工', 2), ('彭素玲', 2), ('工作', 2), ('情況', 2), ('關鍵', 2), ('歐美', 2), ('貨品', 2), ('內需', 2), ('疑慮', 2), ('法人', 2), ('業界', 2), ('DRAM', 2), ('儲存型', 2), ('態勢', 2), ('報價', 2), ('世界', 2), ('衛生', 2), ('市調', 2), ('出貨量', 2), ('水準', 2), ('漲幅', 2), ('水位', 2), ('西德州', 2), ('範圍', 2)]"
娛樂,"[('節目', 23), ('武漢', 20), ('肺炎', 20), ('電影', 20), ('台灣', 19), ('疫情', 17), ('台語', 17), ('音樂', 15), ('湯姆漢克斯', 15), ('影片', 14), ('演員', 14), ('病毒', 13), ('導演', 13), ('媒體', 12), ('誠品', 12), ('歌手', 11), ('疾病', 11), ('妻子', 11), ('冠狀', 10), ('全球', 10), ('法國', 10), ('影展', 10), ('經典', 9), ('演唱會', 9), ('黑膠', 9), ('周杰倫', 9), ('美國', 8), ('鏡子', 8), ('新聞', 8), ('蔡阿嘎', 8), ('片場', 7), ('觀眾', 7), ('李權洋', 7), ('敦南', 7), ('世界', 7), ('巴黎', 7), ('中華', 7), ('商場', 7), ('李康生', 7), ('公視', 6), ('歌曲', 6), ('樂團', 6), ('時間', 6), ('好萊塢', 6), ('澳洲', 6), ('麗塔威爾森', 6), ('劇組', 6), ('音樂館', 6), ('活動', 6), ('歐洲', 6), ('作品', 6), ('路易', 6), ('天橋', 6), ('李英宏', 5), ('電視', 5), ('主持人', 5), ('關頭', 5), ('心情', 5), ('社群', 5), ('黃金海岸', 5), ('譯者', 5), ('核稿', 5), ('記者會', 5), ('紐約', 5), ('賴雅妍', 5), ('魔術師', 5), ('鳳飛飛', 4), ('感覺', 4), ('金馬獎', 4), ('搖滾', 4), ('內容', 4), ('粉絲', 4), ('網友', 4), ('比得', 4), ('兔兔', 4), ('消息', 4), ('醫院', 4), ('狀況', 4), ('措施', 4), ('歌劇院', 4), ('法新社', 4), ('人員', 4), ('台語台', 4), ('單位', 4), ('方式', 4), ('陳庭妮', 4), ('劇情', 4), ('影集', 4), ('森林', 4), ('壓力', 4), ('楊謹華', 4), ('華語', 4), ('動畫', 4), ('臉書', 4), ('珍珠', 4), ('果醬', 4), ('瑪丹娜', 4), ('政府', 4), ('立法院', 4), ('小鬼', 4), ('聲明', 4), ('維特', 4), ('麥斯馮西度', 4), ('新聞稿', 3), ('大型', 3), ('檔期', 3), ('玩命', 3), ('北美', 3), ('所有人', 3), ('貼文', 3), ('公司', 3), ('影迷', 3), ('夫妻', 3), ('台詞', 3), ('當局', 3), ('貓王', 3), ('現場', 3), ('光榮島', 3), ('時代', 3), ('樣貌', 3), ('李之勤', 3), ('片名', 3), ('橋段', 3), ('報導', 3), ('角色', 3), ('網路', 3), ('音樂人', 3), ('市集', 3), ('冠軍', 3), ('劇院', 3), ('專輯', 3), ('加州', 3), ('民眾', 3), ('義大利', 3), ('續集', 3), ('新台幣', 3), ('二伯', 3), ('產業', 3), ('亞洲', 3), ('運動', 3), ('娛樂', 3), ('徐漢強', 3), ('實境', 3), ('星際', 3), ('計畫', 3), ('金馬奇幻', 3), ('新作', 3), ('金馬', 3), ('單元', 3), ('摔角', 3), ('張文綺', 3), ('周遊記', 3), ('台北', 3), ('案例', 3), ('親友', 3), ('Leo王', 2), ('帽子', 2), ('歌后', 2), ('廣播', 2), ('薛岳', 2), ('生命', 2), ('老師', 2), ('中文', 2), ('關鍵', 2), ('人物', 2), ('態度', 2), ('官方', 2), ('推特', 2), ('篇章', 2), ('專頁', 2), ('日期', 2), ('戲院', 2), ('英國', 2), ('新片', 2), ('生死', 2), ('影帝', 2), ('夫妻倆', 2), ('難關', 2), ('棒球', 2), ('事情', 2), ('盧映孜', 2), ('衛生', 2), ('兒子', 2), ('艾維斯普里斯萊', 2), ('傳記', 2), ('雪梨', 2), ('音樂會', 2), ('演出', 2), ('工作', 2), ('團隊', 2), ('藝人', 2), ('楊小黎', 2), ('兒童', 2), ('才藝', 2), ('繞口令', 2), ('邵大倫', 2), ('形式', 2), ('外景', 2), ('任務賽', 2), ('導師', 2)]"
生活,"[('疫情', 26), ('台灣', 23), ('中國', 19), ('武漢', 16), ('口罩', 16), ('高齡', 16), ('病毒', 15), ('雇主', 15), ('肺炎', 14), ('台大', 13), ('民眾', 13), ('計畫', 12), ('線上', 12), ('冠狀', 11), ('政府', 11), ('花卉', 11), ('台糖', 11), ('學生', 10), ('地區', 10), ('義大利', 10), ('號碼', 10), ('疾病', 9), ('媒體', 9), ('黑鳶', 9), ('海外', 8), ('勞動部', 8), ('結果', 8), ('措施', 8), ('聲明', 8), ('事實', 8), ('美國', 7), ('新台幣', 7), ('中高齡', 7), ('市場', 7), ('產業', 7), ('經濟部', 7), ('風力', 7), ('綠能', 7), ('設計', 6), ('活動', 6), ('程序', 6), ('國家', 6), ('辦法', 6), ('全球', 6), ('獎號', 6), ('台彩', 6), ('子法', 6), ('農委會', 6), ('國中', 6), ('彭厝', 6), ('教育部', 5), ('機構', 5), ('單位', 5), ('公司', 5), ('沿海', 5), ('衝擊', 5), ('人員', 5), ('獎金', 5), ('派彩', 5), ('地方', 5), ('價格', 5), ('毛豆區', 5), ('生態', 5), ('農場', 5), ('菁英', 4), ('學校', 4), ('機會', 4), ('管道', 4), ('杜鵑', 4), ('校長', 4), ('管中閔', 4), ('大學', 4), ('方式', 4), ('歷史', 4), ('業別', 4), ('發展署', 4), ('系統', 4), ('資料', 4), ('中心', 4), ('當地', 4), ('設施', 4), ('規定', 4), ('台灣人', 4), ('注中獎', 4), ('星彩', 4), ('報告', 4), ('專家', 4), ('貸款', 4), ('肥料', 4), ('陳駿季', 4), ('環境', 4), ('稅號', 4), ('政策', 4), ('居民', 4), ('會考', 4), ('葉金川', 4), ('毛豆', 4), ('光電板', 4), ('農地', 4), ('藝術', 3), ('人才', 3), ('建築', 3), ('景觀', 3), ('校園', 3), ('杜鵑花', 3), ('學系', 3), ('情況', 3), ('案件', 3), ('移工', 3), ('項目', 3), ('平地', 3), ('高溫', 3), ('作業', 3), ('品質', 3), ('大陸', 3), ('消息', 3), ('中央', 3), ('楊牧', 3), ('台北', 3), ('問題', 3), ('總統', 3), ('行政院', 3), ('台中市', 3), ('人性', 3), ('人數', 3), ('新聞', 3), ('費用', 3), ('禁令', 3), ('頭獎', 3), ('貳獎', 3), ('內容', 3), ('學者', 3), ('中天', 3), ('中視', 3), ('記者', 3), ('重點', 3), ('期間', 3), ('利息', 3), ('短期', 3), ('團體', 3), ('機制', 3), ('出口值', 3), ('切花', 3), ('協會', 3), ('農民', 3), ('快遞', 3), ('報單', 3), ('海關', 3), ('需求', 3), ('民宅', 3), ('低頻', 3), ('縣府', 3), ('李俊興', 3), ('原則', 3), ('縣民', 3), ('畢業生', 3), ('外交', 3), ('社區', 3), ('農電', 3), ('屏東', 3), ('鹽埔鄉', 3), ('示範區', 3), ('棲地', 3), ('光電', 3), ('老鷹', 3), ('學費', 2), ('生活', 2), ('動畫組', 2), ('日本', 2), ('動畫', 2), ('事務所', 2), ('網站', 2), ('資產', 2), ('節目', 2), ('實體', 2), ('臉書', 2), ('外國人', 2), ('簽證', 2), ('網路', 2), ('家庭', 2), ('看護工', 2), ('營造業', 2), ('憑證', 2), ('帳號', 2), ('審查費', 2), ('行動', 2), ('華南', 2), ('雲雨區', 2), ('冷氣團', 2), ('氣溫', 2), ('澎湖', 2), ('金門', 2), ('馬祖', 2), ('環保署', 2), ('空氣', 2), ('資訊', 2), ('空品區', 2), ('等級', 2), ('高屏', 2), ('指揮官', 2)]"
